post_pt_root_id,DL2d_R,VC2_L,VA6_L,DC3_R,VM6_L,VP2_R,DL4_L,VM4_L,VA4_L,DC1_R,DA4m_R,VM7v_R,DM5_R,DA1_R,VC4_L,VL2a_R,VL1_R,DM1_R,VP4_R,D_R,VM5v_R,DP1m_R,VP1d_L,VA2_L,VM2_L,VP1l_R,VA7m_L,VL2p_L,DM3_R,VA1d_R,DA3_R,DA4l_R,VA5_L,DL5_L,VM7d_L,DM4_R,VC1_L,DL2v_L,VC3_L,DM6_R,VP3_R,DC2_R,DL3_L,VA7l_L,VM3_L,VP1m_R,VA3_L,DA2_R,DM2_R,VA1v_L,VC5_L,DP1l_R,DC4_R,VM5d_L,V_L,DL1_L,VP5_R,VM1_L,DA4l_L,VA5_R,DL5_R,VM7d_R,DM4_L,VC1_R,DL2v_R,VC3_R,DM6_L,VP3_L,DC2_L,VA7l_R,DL3_R,VM3_R,VP1m_L,VA3_R,DA2_L,DM2_L,VA1v_R,VC5_R,DP1l_L,DC4_L,V_R,VM5d_R,DL1_R,VP5_L,VM1_R,DL2d_L,VC2_R,VA6_R,DC3_L,VM6_R,VP2_L,DL4_R,VM4_R,VA4_R,DC1_L,DA4m_L,VM7v_L,DM5_L,DA1_L,VC4_R,VL2a_L,VL1_L,DM1_L,VP4_L,VM5v_L,D_L,DP1m_L,VP1d_R,VA2_R,VM2_R,VP1l_L,VA7m_R,VL2p_R,DM3_L,VA1d_L,DA3_L
720575940604403628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0
720575940604414636,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940604911793,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
720575940607539907,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940608293129,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
720575940608295032,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,0,0,0
720575940609739669,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,30,0,0,24,0,0,0,0,0
720575940610511043,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940610609454,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
720575940610773782,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
720575940611352014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,198,0,0,0,0,0
720575940611520721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,38,0,0,0,0,0
720575940612031986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,21,0,0,0,0,0
720575940612284569,2,0,1,17,0,0,0,0,0,1,1,0,0,0,0,20,69,0,613,0,0,33,0,0,0,787,0,7,0,0,0,16,0,6,0,5,2,16,0,0,21,7,0,0,0,140,0,0,0,0,0,22,0,0,0,12,0,0,0,1,19,0,3,28,21,0,0,0,0,10,0,0,2,0,0,0,26,0,1,0,1,0,48,0,3,0,0,6,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,174,0,0,0,21,0,0,436,0,147,0,0,0
720575940612468594,0,3,4,0,12,6,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,3,0,11,0,0,0,0,5,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,5,2,0,0,0,76,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,4,71,0,0,0,7,0,0,0,0,0,0,2,0,21,0,0,0,3,0,0,37,0,0,0,0,0
720575940612551594,0,0,0,0,0,30,0,0,0,12,5,9,0,0,0,0,5,19,10,0,0,3,0,0,0,23,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,20,0,0,0,69,0,12,2,0,0,0,10,0,0,0,15,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,0,0
720575940612856273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940612856342,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720575940613203119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,226,0,0,0,0,0
720575940613762466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,108,0,0,0,0,0
720575940613809554,0,0,0,0,0,12,0,0,0,5,0,11,0,0,0,0,0,3,31,9,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,39,0,0,3,0,0,5,13,0,0,0,0,0,0,0,4,5,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,45,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
720575940613869777,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940614065676,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
720575940614326162,0,1,5,0,8,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,59,210,0,63,0,50,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,417,173,0,0,11,0,0,0,9,0,0,0,0,0,40,0,0,0,171,0,14,55,0,0,0,130,0,0,0,61,0,0,0,0,2,0,115,0,0,0,69,0,144,0,0,0,0,18,0,29,28,0,0,0,0,0,122,0,0,2,0,0
720575940614344354,0,0,0,0,1,130,0,0,0,0,0,0,0,0,0,0,32,0,182,0,0,0,15,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,2,1,0,0,1,0,0,0,0,19,0,59,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,110,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,67,0,280,0,0,0,0,0,0,9,0,0,0,0,0
720575940614774923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,7,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,16,0,0,0
720575940614871106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,93,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,0,0,4,0,0,199,0,0,0,0,0
720575940615189465,0,5,19,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,263,0,0,0,0,5,11,0,3,9,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,56,0,9,0,0,0,0,0,0,0,1,0,3,47,0,4,0,4,0,0,0,0,23,0,0,0,386,0
720575940616345686,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,29,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
720575940617422641,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
720575940617504581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,8,0,0,0,0,0
720575940617839739,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940618210614,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
720575940618800225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940619376767,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
