post_pt_root_id,DL2d_R,VC2_L,VA6_L,DC3_R,VM6_L,VP2_R,DL4_L,VM4_L,VA4_L,DC1_R,DA4m_R,VM7v_R,DM5_R,DA1_R,VC4_L,VL2a_R,VL1_R,DM1_R,VP4_R,D_R,VM5v_R,DP1m_R,VP1d_L,VA2_L,VM2_L,VP1l_R,VA7m_L,VL2p_L,DM3_R,VA1d_R,DA3_R,DA4l_R,VA5_L,DL5_L,VM7d_L,DM4_R,VC1_L,DL2v_L,VC3_L,DM6_R,VP3_R,DC2_R,DL3_L,VA7l_L,VM3_L,VP1m_R,VA3_L,DA2_R,DM2_R,VA1v_L,VC5_L,DP1l_R,DC4_R,VM5d_L,V_L,DL1_L,VP5_R,VM1_L,DA4l_L,VA5_R,DL5_R,VM7d_R,DM4_L,VC1_R,DL2v_R,VC3_R,DM6_L,VP3_L,DC2_L,VA7l_R,DL3_R,VM3_R,VP1m_L,VA3_R,DA2_L,DM2_L,VA1v_R,VC5_R,DP1l_L,DC4_L,V_R,VM5d_R,DL1_R,VP5_L,VM1_R,DL2d_L,VC2_R,VA6_R,DC3_L,VM6_R,VP2_L,DL4_R,VM4_R,VA4_R,DC1_L,DA4m_L,VM7v_L,DM5_L,DA1_L,VC4_R,VL2a_L,VL1_L,DM1_L,VP4_L,VM5v_L,D_L,DP1m_L,VP1d_R,VA2_R,VM2_R,VP1l_L,VA7m_R,VL2p_R,DM3_L,VA1d_L,DA3_L
720575940619411147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
720575940619766219,0,49,16,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,13,3,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,0,10,0,0,0,0,1,5,0,0,0,52,0,18,8,0,0,0,8,0,0,0,30,0,0,0,0,0,0,36,0,0,0,13,1,3,0,0,0,0,5,5,8,0,0,4,0,0,0,73,0,0,0,0,0
720575940619772525,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0
720575940619895125,0,0,0,0,0,3111,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
720575940620196628,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,9,0,0,0
720575940620445062,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,41,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
720575940620566808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,82,0,0,0,0,0
720575940620931312,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940621307574,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
720575940621753377,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,184,0,0,0,0,0,0,0,0,28,0,250,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,239,0,0,0,0,0,0,0,3,0,0,209,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
720575940621762081,0,0,0,8,0,308,0,0,0,0,0,0,0,36,0,7,29,0,41,0,0,3,0,0,0,49,0,0,0,0,1,1,0,0,0,6,0,0,0,0,57,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,105,0,0,0,1,0,0,10,0,4,0,0,0,5,0,0,0,0,0,0,40,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
720575940621817046,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,20,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,0,7,0,0,0,0,0,0,3,10,1,10,0,0,0,169,0,0,10,0,0
720575940622331882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0
720575940623137741,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,9,0,45,0,0,5,0,0,0,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,1,13,0,0,0,1,0,0,0,34,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
720575940623237161,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0
720575940623287228,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,3,5,0,0,0,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,29,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,41,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940623307447,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940623605943,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
720575940623617973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,21,0,58,0,0,0,0,0,0,40,0,0,0,0,0
720575940623673802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940623875819,0,0,0,0,0,144,0,0,0,116,0,153,0,0,0,0,6,1,89,0,33,7,0,0,0,57,0,0,3,0,0,4,0,0,0,18,0,0,0,0,18,70,0,0,0,348,0,10,28,0,0,0,126,0,0,0,119,0,0,0,35,223,0,57,0,96,0,0,0,0,0,0,0,1,0,0,2,21,0,0,762,11,176,0,3,0,18,11,0,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
720575940623913364,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0
720575940624030819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,45,0,0,0,0,0
720575940624083484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,64,0,0,0,0,0
720575940624770791,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,296,0,0,0,0,0,0,0,0,16,0,276,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,230,0,0,0,0,0,0,0,10,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0
720575940624879911,0,25,4,0,0,0,8,0,5,0,0,0,0,0,0,4,0,0,354,0,0,10,29,0,0,183,3,81,0,0,0,0,16,45,0,16,38,45,0,0,0,0,0,16,0,51,2,0,0,17,0,3,0,0,0,33,0,0,1,0,8,0,29,0,23,0,0,6,4,0,0,0,176,0,0,0,0,0,34,7,0,0,33,0,0,8,0,0,27,1,3,1,0,0,8,0,0,0,2,0,12,48,0,539,0,17,11,3,0,0,1055,0,27,0,0,0
720575940625007949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940625022270,0,5,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,13,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,119,0,0,0,0,0
720575940625176094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940625627023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,55,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
720575940625784153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1180,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
720575940625819138,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,5,0,39,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,15,0,0,0,0,0,5,7,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
720575940625879537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,0
720575940626043218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,633,0,0,0,0,0,0,6,0,0,0,0,0
720575940626143806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,1269,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1859,0,0,8,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940626650776,0,0,0,0,105,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,105,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720575940626675837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,576,0,0,0,0,0,0,728,0,0,0,0,0
720575940626682682,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,8,0,0,0,0,0
